C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_01_008.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_01_008.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_01_008.jpg,0,0,0,6.400467
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_01_130.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_01_130.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_01_130.jpg,0,0,0,6.321743
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_01_264.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_01_264.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_01_264.jpg,0,0,0,6.231118
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_01_382.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_01_382.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_01_382.jpg,0,0,0,6.154467
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_01_511.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_01_511.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_01_511.jpg,0,0,0,6.078754
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_01_647.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_01_647.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_01_647.jpg,0,0,0,5.991591
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_01_773.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_01_773.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_01_773.jpg,0,0,0,5.917687
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_01_896.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_01_896.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_01_896.jpg,-0.3,0,0,5.830222
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_02_021.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_02_021.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_02_021.jpg,-0.6500001,0,0,5.695339
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_02_147.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_02_147.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_02_147.jpg,-0.9500002,0.3795842,0,6.074527
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_02_282.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_02_282.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_02_282.jpg,0,0.7863889,0,7.174333
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_02_402.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_02_402.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_02_402.jpg,0,1,0,8.520944
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_02_527.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_02_527.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_02_527.jpg,0,0.6251466,0,9.351953
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_02_642.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_02_642.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_02_642.jpg,0,0.2833172,0,9.675403
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_02_771.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_02_771.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_02_771.jpg,0,0.671864,0,10.50103
C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\center_2018_07_08_15_37_02_894.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\left_2018_07_08_15_37_02_894.jpg,C:\Users\chitrara\Documents\GitHub\Self-Driving-Car\data\IMG\right_2018_07_08_15_37_02_894.jpg,0,1,0,11.62748
